customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,order_date,year,month,quarter,cost_price,profit,profit_margin,is_repeat_customer,clv,customer_segment,acquisition_cost,net_profit,discount_impact,revenue_bucket,cohort_month,retention_flag,age_group,purchase_frequency_days
82,67,Male,Shoes,Footwear,96,Virginia,L,Maroon,Summer,2.6,Yes,Express,Yes,36,Credit Card,Every 3 Months,2023-02-24 15:51:10,2023,2,2023Q1,73.7244703131942,22.2755296868058,23.20367675708937,1,1824.0,High,7.633696664519245,14.641833022286551,6.535857398422992,Medium,2023-02,1,Senior,90
83,19,Male,Pants,Clothing,28,Georgia,S,Olive,Spring,4.0,Yes,2-Day Shipping,Yes,21,Credit Card,Every 3 Months,2024-03-18 04:06:12,2024,3,2024Q1,21.009924169018923,6.990075830981077,24.964556539218133,1,322.0,Low,7.663368795698341,-0.6732929647172643,2.914638608013796,Low,2024-03,1,Young Adult,90
84,36,Male,Dress,Clothing,40,Texas,M,Turquoise,Summer,4.1,Yes,Standard,Yes,34,Bank Transfer,Weekly,2023-10-09 09:34:17,2023,10,2023Q4,25.82955527520292,14.17044472479708,35.4261118119927,1,720.0,Low,18.727507069618326,-4.557062344821247,3.098592771473953,Low,2023-10,1,Adult,7
85,52,Male,Coat,Outerwear,32,Arizona,S,Peach,Spring,4.4,Yes,Standard,Yes,42,Bank Transfer,Every 3 Months,2023-10-23 08:43:39,2023,10,2023Q4,25.320448597680176,6.679551402319824,20.873598132249448,1,704.0,Low,11.978081496825066,-5.298530094505242,3.938038148041208,Low,2023-10,1,Middle-aged,90
86,53,Male,Sunglasses,Accessories,95,New Mexico,M,Charcoal,Winter,4.5,Yes,Next Day Air,Yes,2,Debit Card,Bi-Weekly,2023-07-23 23:42:51,2023,7,2023Q3,59.81538063636896,35.18461936363104,37.03644143540109,1,190.0,High,5.947824189117743,29.236795174513293,12.659019313527631,Medium,2023-07,1,Middle-aged,14
87,24,Male,Hoodie,Clothing,41,Nevada,L,Pink,Spring,3.7,Yes,2-Day Shipping,Yes,47,Cash,Bi-Weekly,2024-03-02 14:20:24,2024,3,2024Q1,30.172309402498048,10.827690597501952,26.409001457321835,1,1004.5,Low,13.972812499077929,-3.145121901575976,4.980723837738238,Low,2024-03,1,Young Adult,14
88,52,Male,Shoes,Footwear,53,Ohio,M,Green,Fall,3.7,Yes,2-Day Shipping,Yes,44,Debit Card,Fortnightly,2024-01-17 19:44:28,2024,1,2024Q1,34.18383629824867,18.81616370175133,35.50219566368175,1,1219.0,Medium,14.027395229495715,4.788768472255612,6.520294081232364,Medium,2024-01,1,Middle-aged,14
89,33,Male,T-shirt,Clothing,47,Wyoming,M,Orange,Fall,3.5,Yes,Free Shipping,Yes,35,Credit Card,Monthly,2024-11-07 06:43:26,2024,11,2024Q4,32.25497809847631,14.745021901523693,31.372387024518492,1,869.5,Medium,5.967511380298427,8.777510521225265,4.75863110936173,Low,2024-11,1,Adult,30
90,47,Male,Jacket,Outerwear,83,California,XL,Pink,Fall,3.6,Yes,Next Day Air,Yes,15,Cash,Quarterly,2023-03-25 05:37:48,2023,3,2023Q1,61.73805428927985,21.26194571072015,25.61680206110861,1,705.5,High,19.58783743450493,1.6741082762152182,10.060579867573322,Medium,2023-03,1,Middle-aged,90
91,25,Male,Hat,Accessories,48,South Carolina,L,Violet,Summer,2.9,Yes,Express,Yes,29,Credit Card,Monthly,2023-08-23 00:58:40,2023,8,2023Q3,34.207916563517244,13.792083436482756,28.733507159339077,1,744.0,Medium,13.160449479418634,0.6316339570641212,4.428897290439169,Low,2023-08,1,Young Adult,30
92,44,Male,Scarf,Accessories,99,South Carolina,S,Green,Winter,4.6,Yes,Standard,Yes,18,Credit Card,Every 3 Months,2024-02-17 06:57:28,2024,2,2024Q1,67.86453626029662,31.135463739703383,31.44996337343776,1,990.0,High,13.396935832696464,17.73852790700692,11.399742619943169,Medium,2024-02,1,Adult,90
93,61,Male,Jacket,Outerwear,87,Texas,M,Olive,Winter,4.4,Yes,2-Day Shipping,Yes,13,Venmo,Every 3 Months,2024-06-20 14:12:22,2024,6,2024Q2,57.87828869821658,29.12171130178342,33.47323138136025,1,652.5,High,12.801731217535917,16.319980084247504,6.603641128048478,Medium,2024-06,1,Senior,90
94,37,Male,Sweater,Clothing,62,Florida,M,Purple,Fall,4.5,Yes,Standard,Yes,46,Credit Card,Weekly,2024-05-02 14:30:32,2024,5,2024Q2,47.611779730789,14.388220269210995,23.20680688582419,1,1488.0,Medium,14.1609766946693,0.2272435745416974,3.532493476334463,Medium,2024-05,1,Adult,7
95,58,Male,Skirt,Clothing,76,Nevada,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,28,Credit Card,Weekly,2024-09-15 07:34:24,2024,9,2024Q3,47.78597812478517,28.214021875214836,37.12371299370373,1,1140.0,High,8.964496291606324,19.24952558360851,6.94239680732696,Medium,2024-09,1,Senior,7
96,37,Male,Sneakers,Footwear,100,Missouri,L,Pink,Fall,3.8,Yes,Free Shipping,Yes,48,PayPal,Monthly,2023-07-12 12:49:47,2023,7,2023Q3,68.602057530596,31.397942469404,31.397942469404,1,2500.0,High,9.308620219622613,22.08932224978139,9.6177815578049,Medium,2023-07,1,Adult,30
97,32,Male,Gloves,Accessories,73,Delaware,S,Gold,Spring,3.8,Yes,Express,Yes,43,Venmo,Every 3 Months,2023-09-01 08:42:47,2023,9,2023Q3,56.99486054791708,16.005139452082922,21.924848564497157,1,1642.5,Medium,12.670086346941993,3.335053105140931,5.521772254777437,Medium,2023-09,1,Adult,90
98,21,Male,Shoes,Footwear,92,Virginia,M,Teal,Winter,4.8,Yes,Store Pickup,Yes,37,Cash,Annually,2022-10-02 12:08:55,2022,10,2022Q4,70.76363172846341,21.23636827153659,23.083008990800643,1,1794.0,High,17.100287821453694,4.136080450082897,11.294927569346584,Medium,2022-10,0,Young Adult,365
99,20,Male,Jeans,Clothing,67,New York,XL,Teal,Spring,2.6,Yes,Next Day Air,Yes,20,Bank Transfer,Annually,2023-12-01 21:53:02,2023,12,2023Q4,45.57261961713882,21.42738038286118,31.98116475053908,1,737.0,Medium,5.747968647412683,15.679411735448497,3.842788209141071,Medium,2023-12,1,Young Adult,365
100,26,Male,Hoodie,Clothing,40,Missouri,XL,Indigo,Summer,3.7,Yes,Express,Yes,33,Debit Card,Quarterly,2022-05-28 05:07:22,2022,5,2022Q2,30.104866908810468,9.895133091189532,24.73783272797383,1,700.0,Low,14.05106318330369,-4.155930092114158,2.8909932975167543,Low,2022-05,0,Young Adult,90
101,62,Male,Sunglasses,Accessories,98,South Dakota,M,Maroon,Fall,2.7,Yes,Express,Yes,31,Cash,Fortnightly,2023-07-18 20:00:50,2023,7,2023Q3,74.93395228189364,23.06604771810636,23.53678338582282,1,1617.0,High,17.10167213759471,5.96437558051165,12.235934240845545,Medium,2023-07,1,Senior,14
102,27,Male,Coat,Outerwear,85,North Dakota,XL,White,Spring,4.6,Yes,Express,Yes,50,Credit Card,Bi-Weekly,2024-08-20 06:12:32,2024,8,2024Q3,66.1110862080617,18.888913791938293,22.222251519927404,1,2210.0,High,7.353759080558407,11.535154711379883,7.965556326790105,Medium,2024-08,1,Young Adult,14
103,51,Male,Socks,Clothing,67,Oklahoma,L,Violet,Winter,4.8,Yes,Next Day Air,Yes,35,Credit Card,Quarterly,2023-05-25 21:16:18,2023,5,2023Q2,47.49637730525966,19.503622694740343,29.109884619015435,1,1239.5,Medium,5.225338129708494,14.27828456503185,8.075400281063393,Medium,2023-05,1,Middle-aged,90
104,54,Male,Boots,Footwear,89,West Virginia,L,Red,Winter,4.0,Yes,Next Day Air,Yes,22,Venmo,Bi-Weekly,2023-03-20 16:34:42,2023,3,2023Q1,57.03940377177387,31.96059622822613,35.910782278905764,1,1068.0,High,9.69069942712187,22.26989680110426,9.500624312274008,Medium,2023-03,1,Middle-aged,14
105,55,Male,Sunglasses,Accessories,24,New Hampshire,L,Pink,Spring,4.4,Yes,2-Day Shipping,Yes,1,PayPal,Monthly,2024-11-23 08:30:24,2024,11,2024Q4,15.625483567218872,8.374516432781128,34.89381846992137,1,36.0,Low,13.822155600943972,-5.447639168162844,3.481710599993669,Low,2024-11,1,Middle-aged,30
106,69,Male,Backpack,Accessories,96,New York,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,4,Bank Transfer,Annually,2023-08-30 23:04:26,2023,8,2023Q3,63.2773377415988,32.7226622584012,34.08610651916792,1,288.0,High,7.074247601071216,25.648414657329987,10.538839994139195,Medium,2023-08,1,Senior,365
107,64,Male,Jacket,Outerwear,35,Minnesota,L,White,Summer,3.7,Yes,Standard,Yes,31,Credit Card,Monthly,2023-07-28 21:17:56,2023,7,2023Q3,25.156617365667312,9.843382634332688,28.12395038380768,1,577.5,Low,11.391835564587282,-1.5484529302545944,1.8020414102093192,Low,2023-07,1,Senior,30
108,28,Male,Sneakers,Footwear,67,Maryland,L,Olive,Winter,3.1,Yes,Next Day Air,Yes,46,PayPal,Fortnightly,2024-09-23 17:37:45,2024,9,2024Q3,40.63964896332335,26.360351036676647,39.34380751742784,1,1608.0,Medium,13.28482246061417,13.075528576062478,5.7142782483790375,Medium,2024-09,1,Young Adult,14
109,70,Male,Socks,Clothing,79,Montana,L,Purple,Spring,3.4,Yes,Next Day Air,Yes,32,Bank Transfer,Bi-Weekly,2024-01-02 12:32:38,2024,1,2024Q1,57.44947100672351,21.55052899327649,27.27915062440063,1,1343.0,High,13.983246421359755,7.567282571916737,5.080179389417191,Medium,2024-01,1,Senior,14
110,58,Male,T-shirt,Clothing,85,Alabama,M,Violet,Spring,2.6,Yes,Next Day Air,Yes,43,Bank Transfer,Fortnightly,2023-03-09 23:02:51,2023,3,2023Q1,57.19402205327994,27.805977946720056,32.71291523143536,1,1912.5,High,9.116175815005628,18.68980213171443,12.109386259580477,Medium,2023-03,1,Senior,14
111,56,Male,Backpack,Accessories,26,New York,M,Black,Summer,4.0,Yes,Standard,Yes,26,Venmo,Fortnightly,2024-08-20 01:31:50,2024,8,2024Q3,17.13525737294614,8.864742627053861,34.09516395020716,1,364.0,Low,11.00044453979437,-2.13570191274051,1.5704323811412089,Low,2024-08,1,Middle-aged,14
112,26,Male,Belt,Accessories,75,Massachusetts,L,Purple,Summer,5.0,Yes,Free Shipping,Yes,9,Credit Card,Annually,2022-11-09 14:33:44,2022,11,2022Q4,58.192448560921896,16.807551439078104,22.41006858543747,1,412.5,High,16.675088436013382,0.1324630030647213,6.657799973483156,Medium,2022-11,0,Young Adult,365
113,37,Male,Gloves,Accessories,65,Florida,M,Red,Spring,4.3,Yes,Free Shipping,Yes,28,PayPal,Bi-Weekly,2023-08-18 01:42:35,2023,8,2023Q3,44.98003114255039,20.01996885744961,30.799952088384018,1,975.0,Medium,19.118220411810285,0.9017484456393275,4.7196447585735,Medium,2023-08,1,Adult,14
114,44,Male,Hat,Accessories,54,New Jersey,L,Maroon,Winter,3.1,Yes,Next Day Air,Yes,20,PayPal,Quarterly,2024-07-03 13:41:53,2024,7,2024Q3,33.426572891753075,20.573427108246925,38.09893908934615,1,594.0,Medium,17.92820496677386,2.6452221414730666,7.272298748142359,Medium,2024-07,1,Adult,90
115,70,Male,Coat,Outerwear,95,Massachusetts,S,Blue,Summer,3.7,Yes,Store Pickup,Yes,9,Cash,Weekly,2022-03-24 12:35:44,2022,3,2022Q1,72.7081885924987,22.2918114075013,23.46506463947505,1,522.5,High,13.46425252600148,8.82755888149982,7.681381727094712,Medium,2022-03,0,Senior,7
116,53,Male,Skirt,Clothing,94,Wyoming,M,Gray,Spring,3.8,Yes,Standard,Yes,48,Debit Card,Every 3 Months,2022-02-22 14:39:43,2022,2,2022Q1,57.29565563980632,36.70434436019368,39.04717485126987,1,2350.0,High,11.1543920441592,25.54995231603448,14.023798741540864,Medium,2022-02,0,Middle-aged,90
117,55,Male,Shoes,Footwear,86,Virginia,S,Blue,Spring,3.4,Yes,Free Shipping,Yes,12,Venmo,Annually,2023-09-18 21:57:17,2023,9,2023Q3,64.10008665569298,21.899913344307024,25.465015516636075,1,602.0,High,9.994349215571273,11.905564128735753,4.632102808265358,Medium,2023-09,1,Middle-aged,365
118,50,Male,Sandals,Footwear,32,South Dakota,L,Yellow,Summer,4.6,Yes,Express,Yes,29,Cash,Fortnightly,2023-09-23 11:47:35,2023,9,2023Q3,24.15299981933226,7.847000180667742,24.521875564586693,1,496.0,Low,6.874348491260271,0.9726516894074706,2.0104856718802107,Low,2023-09,1,Middle-aged,14
119,50,Male,Sweater,Clothing,45,Kentucky,L,Orange,Fall,4.8,Yes,2-Day Shipping,Yes,27,Cash,Bi-Weekly,2023-04-26 19:33:56,2023,4,2023Q2,30.173423453359725,14.826576546640275,32.947947881422834,1,652.5,Low,6.598268708241695,8.228307838398582,3.260874493930991,Low,2023-04,1,Middle-aged,14
120,38,Male,Coat,Outerwear,76,Wyoming,M,Orange,Fall,4.3,Yes,Express,Yes,44,Cash,Annually,2023-06-24 15:55:14,2023,6,2023Q2,58.13677541542236,17.863224584577637,23.50424287444426,1,1748.0,High,15.325364373704865,2.537860210872772,9.964405905521213,Medium,2023-06,1,Adult,365
121,64,Male,Hat,Accessories,84,West Virginia,L,Red,Summer,4.0,Yes,Express,Yes,32,Bank Transfer,Annually,2023-09-17 05:38:47,2023,9,2023Q3,59.06307801838842,24.936921981611583,29.68681188287093,1,1428.0,High,8.896916242567405,16.040005739044176,11.579544556137732,Medium,2023-09,1,Senior,365
122,19,Male,Shorts,Clothing,72,Virginia,M,Olive,Winter,4.2,Yes,Standard,Yes,11,Cash,Fortnightly,2023-08-31 02:22:18,2023,8,2023Q3,49.87142860712828,22.12857139287172,30.73412693454405,1,468.0,Medium,8.819925296486701,13.30864609638502,4.114449940387841,Medium,2023-08,1,Young Adult,14
123,40,Male,Backpack,Accessories,40,Washington,L,Brown,Spring,4.8,Yes,2-Day Shipping,Yes,44,Cash,Fortnightly,2022-06-22 05:48:48,2022,6,2022Q2,24.36322625174954,15.63677374825046,39.09193437062615,1,920.0,Low,19.972925817166782,-4.336152068916327,2.1298405670491056,Low,2022-06,0,Adult,14
124,57,Male,Sweater,Clothing,89,Louisiana,L,Brown,Fall,3.1,Yes,Free Shipping,Yes,46,Cash,Weekly,2023-01-30 01:07:46,2023,1,2023Q1,58.56251964695052,30.43748035304948,34.199416127021884,1,2136.0,High,7.818889368106931,22.61859098494255,11.076556028230756,Medium,2023-01,1,Middle-aged,7
125,44,Male,Sweater,Clothing,86,Nevada,M,Gray,Spring,3.1,Yes,Next Day Air,Yes,50,PayPal,Annually,2022-05-28 05:54:54,2022,5,2022Q2,67.61337149922716,18.386628500772844,21.379800582294003,1,2236.0,High,7.220896392332445,11.165732108440398,5.446827258081076,Medium,2022-05,0,Adult,365
126,49,Male,Shorts,Clothing,54,California,M,Indigo,Winter,3.6,Yes,Next Day Air,Yes,45,Venmo,Every 3 Months,2022-09-14 16:40:34,2022,9,2022Q3,36.6316988034618,17.368301196538198,32.16352073433,1,1269.0,Medium,6.480278416398809,10.888022780139387,3.418192370203052,Medium,2022-09,0,Middle-aged,90
127,43,Male,Shorts,Clothing,36,Mississippi,L,Pink,Spring,3.9,Yes,Store Pickup,Yes,48,Cash,Every 3 Months,2023-06-21 03:03:28,2023,6,2023Q2,25.53624374800873,10.46375625199127,29.06598958886464,1,900.0,Low,13.697080177501942,-3.233323925510671,1.8805195241799453,Low,2023-06,1,Adult,90
128,24,Male,Sweater,Clothing,89,Mississippi,M,Gray,Winter,4.8,Yes,Next Day Air,Yes,26,Credit Card,Weekly,2022-05-29 02:42:12,2022,5,2022Q2,62.86998588591968,26.13001411408032,29.35956642031496,1,1246.0,High,14.41795739003152,11.712056724048796,4.893290110492455,Medium,2022-05,0,Young Adult,7
129,20,Male,Scarf,Accessories,32,California,M,Gold,Spring,4.7,Yes,Standard,Yes,21,Credit Card,Fortnightly,2024-05-06 18:03:34,2024,5,2024Q2,22.97875897486524,9.021241025134763,28.191378203546137,1,368.0,Low,10.47841889385323,-1.4571778687184658,2.443761467505565,Low,2024-05,1,Young Adult,14
130,24,Male,Dress,Clothing,67,Pennsylvania,XL,Olive,Summer,4.2,Yes,2-Day Shipping,Yes,49,PayPal,Bi-Weekly,2024-11-08 06:49:34,2024,11,2024Q4,41.02183480561999,25.97816519438001,38.77338088713434,1,1708.5,Medium,13.031200032672016,12.946965161707997,3.7855367790524026,Medium,2024-11,1,Young Adult,14
131,44,Male,Scarf,Accessories,39,Kentucky,L,Violet,Fall,3.7,Yes,Next Day Air,Yes,13,PayPal,Fortnightly,2022-10-29 15:47:25,2022,10,2022Q4,26.22497478743008,12.775025212569918,32.75647490402543,1,292.5,Low,16.825992964173686,-4.050967751603768,3.388628457471175,Low,2022-10,0,Adult,14
132,28,Male,Skirt,Clothing,29,Maine,L,Indigo,Summer,3.9,Yes,Standard,Yes,46,Credit Card,Weekly,2023-04-02 12:27:06,2023,4,2023Q2,21.594143988518816,7.405856011481184,25.53743452234891,1,696.0,Low,17.271562524826226,-9.865706513345042,3.865047590559312,Low,2023-04,1,Young Adult,7
133,30,Male,Backpack,Accessories,58,New Mexico,M,Orange,Fall,4.7,Yes,2-Day Shipping,Yes,42,PayPal,Weekly,2024-11-24 09:10:38,2024,11,2024Q4,37.1264989124466,20.8735010875534,35.98879497854035,1,1276.0,Medium,19.368681135734725,1.504819951818675,4.792657492465237,Medium,2024-11,1,Young Adult,7
134,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Next Day Air,Yes,25,Venmo,Annually,2024-05-02 01:48:09,2024,5,2024Q2,41.646518908102685,23.353481091897315,35.928432449072794,1,877.5,Medium,17.364019788843116,5.989461303054199,7.980922056765916,Medium,2024-05,1,Middle-aged,365
135,43,Male,Hat,Accessories,94,Texas,L,Gray,Fall,4.9,Yes,Store Pickup,Yes,25,Cash,Monthly,2022-04-02 07:02:19,2022,4,2022Q2,56.58970340575367,37.41029659424633,39.7981878662195,1,1269.0,High,13.4726215507614,23.937675043484933,5.582753669411683,Medium,2022-04,0,Adult,30
136,43,Male,Sandals,Footwear,81,Kansas,M,Purple,Fall,4.1,Yes,Express,Yes,12,PayPal,Quarterly,2023-12-04 23:22:52,2023,12,2023Q4,55.68720721105299,25.312792788947007,31.250361467835813,1,567.0,High,7.694854487552689,17.617938301394318,9.390939018097892,Medium,2023-12,1,Adult,90
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,4,Debit Card,Quarterly,2023-12-08 20:10:26,2023,12,2023Q4,66.78303134758286,19.216968652417137,22.345312386531557,1,258.0,High,6.496453365542636,12.720515286874502,7.02402577601394,Medium,2023-12,1,Adult,90
138,68,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,38,PayPal,Weekly,2022-01-09 21:46:38,2022,1,2022Q1,26.246348114850857,16.753651885149143,38.96198112825382,1,860.0,Low,5.817678348662888,10.935973536486255,5.373937378397264,Low,2022-01,0,Senior,7
139,68,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,Yes,Store Pickup,Yes,42,Bank Transfer,Weekly,2024-10-29 03:56:15,2024,10,2024Q4,18.508488515076813,10.491511484923189,36.17762581007995,1,638.0,Low,14.997887476780756,-4.506375991857569,1.8451308407635072,Low,2024-10,1,Senior,7
140,49,Male,Coat,Outerwear,95,Florida,M,White,Fall,3.8,Yes,Store Pickup,Yes,30,Venmo,Annually,2023-07-22 05:08:54,2023,7,2023Q3,62.89160622851235,32.10839377148765,33.79830923314489,1,1520.0,High,17.113043830969897,14.995349940517752,13.279892088762576,Medium,2023-07,1,Middle-aged,365
141,63,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,Yes,2-Day Shipping,Yes,50,Credit Card,Weekly,2022-11-26 02:14:08,2022,11,2022Q4,20.897658524759592,7.102341475240408,25.365505268715744,1,728.0,Low,12.630259260261186,-5.527917785020778,2.0792161681142227,Low,2022-11,0,Senior,7
142,56,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,Yes,Free Shipping,Yes,45,PayPal,Weekly,2022-04-03 06:16:19,2022,4,2022Q2,33.4938474537838,12.5061525462162,27.18728814394826,1,1081.0,Medium,5.820712622504599,6.6854399237116,3.924433849093412,Low,2022-04,0,Middle-aged,7
143,37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,Free Shipping,Yes,33,Credit Card,Fortnightly,2022-02-08 13:17:48,2022,2,2022Q1,39.62494929314952,18.37505070685048,31.681121908362897,1,1015.0,Medium,13.032058618870073,5.342992087980408,8.41104812274464,Medium,2022-02,0,Adult,14
144,30,Male,Coat,Outerwear,48,Missouri,M,Beige,Fall,2.7,Yes,Store Pickup,Yes,25,PayPal,Quarterly,2023-03-03 01:14:07,2023,3,2023Q1,36.08706181688041,11.912938183119593,24.818621214832483,1,648.0,Medium,19.036238922868257,-7.1233007397486645,5.1767153267081225,Low,2023-03,1,Young Adult,90
145,19,Male,Shoes,Footwear,43,New Jersey,M,Silver,Fall,3.2,Yes,Express,Yes,25,Cash,Monthly,2023-02-03 11:33:23,2023,2,2023Q1,31.04282670024936,11.957173299750645,27.807379766861963,1,580.5,Low,13.964197863986907,-2.0070245642362643,3.7228175315409935,Low,2023-02,1,Young Adult,30
146,24,Male,Jewelry,Accessories,95,Missouri,M,Teal,Fall,4.5,Yes,Standard,Yes,44,Debit Card,Quarterly,2022-03-07 10:37:17,2022,3,2022Q1,74.02477519348717,20.975224806512827,22.07918400685561,1,2185.0,High,17.141412326942223,3.833812479570604,13.7712203968195,Medium,2022-03,0,Young Adult,90
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4.0,Yes,Standard,Yes,21,Venmo,Fortnightly,2023-12-14 10:05:24,2023,12,2023Q4,22.90816049483216,7.09183950516784,23.639465017226133,1,345.0,Low,17.00228972587626,-9.91045022070842,2.487232250670096,Low,2023-12,1,Middle-aged,14
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,2-Day Shipping,Yes,31,Bank Transfer,Fortnightly,2023-06-15 06:40:38,2023,6,2023Q2,41.636014157941766,22.363985842058234,34.94372787821599,1,1056.0,Medium,18.981936496709796,3.3820493453484417,3.807172561121151,Medium,2023-06,1,Senior,14
149,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,Store Pickup,Yes,47,Debit Card,Annually,2022-07-25 10:46:04,2022,7,2022Q3,58.885894397415605,31.114105602584395,34.571228447315995,1,2205.0,High,16.5534314847481,14.560674117836296,13.47163999073478,Medium,2022-07,0,Adult,365
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Free Shipping,Yes,14,PayPal,Monthly,2023-03-04 01:34:06,2023,3,2023Q1,47.505418432044266,28.49458156795573,37.49287048415228,1,608.0,High,16.21550771019634,12.279073857759393,5.8356213962477455,Medium,2023-03,1,Adult,30
151,35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,Yes,Standard,Yes,17,Debit Card,Every 3 Months,2022-10-03 22:46:02,2022,10,2022Q4,64.06972273377517,31.930277266224834,33.260705485650874,1,912.0,High,8.511539974559609,23.418737291665224,12.972075347516231,Medium,2022-10,0,Adult,90
152,28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,Yes,Next Day Air,Yes,3,Venmo,Annually,2024-02-13 13:16:12,2024,2,2024Q1,37.59571283595949,9.404287164040513,20.00912162561811,1,117.5,Medium,5.898877329816222,3.505409834224289,3.12804173566851,Low,2024-02,1,Young Adult,365
153,30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,Yes,Express,Yes,42,Venmo,Annually,2023-05-15 11:55:15,2023,5,2023Q2,57.89776986645604,27.10223013354396,31.88497662769878,1,1870.0,High,12.763991975807116,14.338238157736846,10.466508760107711,Medium,2023-05,1,Young Adult,365
154,69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,Yes,Standard,Yes,22,Debit Card,Annually,2022-09-24 03:03:40,2022,9,2022Q3,35.42537278158017,19.574627218419828,35.590231306217866,1,660.0,Medium,6.866513119201327,12.7081140992185,5.634471669597386,Medium,2022-09,0,Senior,365
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,21,Venmo,Quarterly,2023-12-21 19:12:31,2023,12,2023Q4,73.74466453572084,24.25533546427916,24.750342310488936,1,1127.0,High,19.432938144169867,4.822397320109289,14.51288427124327,Medium,2023-12,1,Adult,90
